id,chapter_id,code,subtopic_name,display_order,created_at,is_test_enabled
63b98b76-1ddf-4f98-958e-17d30a4b5b1f,63862547-2a2a-48da-bce4-32988393b197,U1_CH11_ST6,Periodicity,6,2026-06-14 01:06:20.535967+00,TRUE
0f841a4b-b602-4876-a87d-63277f304cad,4031fa19-131f-4983-83f6-86fa2d6a913c,U1_CH12_ST1,Congruence Relation,1,2026-06-14 01:06:20.535967+00,TRUE
a8fbf016-b49c-4a95-9522-ca1970411b72,4031fa19-131f-4983-83f6-86fa2d6a913c,U1_CH12_ST2,Basic Properties,2,2026-06-14 01:06:20.535967+00,TRUE
013f0d06-2dbe-4405-8f5c-b46823055511,4031fa19-131f-4983-83f6-86fa2d6a913c,U1_CH12_ST3,Residue Classes,3,2026-06-14 01:06:20.535967+00,TRUE
07dfd493-7eb2-4e32-bb89-cbd1f7632574,4031fa19-131f-4983-83f6-86fa2d6a913c,U1_CH12_ST4,Modular Operations,4,2026-06-14 01:06:20.535967+00,TRUE
c552e83b-1497-4b5e-96c4-bafb2e1050b3,4031fa19-131f-4983-83f6-86fa2d6a913c,U1_CH12_ST5,Linear Congruences,5,2026-06-14 01:06:20.535967+00,TRUE
8c507cb5-a8c2-427f-aa08-937a00f0b5ce,4031fa19-131f-4983-83f6-86fa2d6a913c,U1_CH12_ST6,Applications,6,2026-06-14 01:06:20.535967+00,TRUE
1cc35ce6-abc3-4532-93c3-30a0ef469bd6,7f1276ef-488e-4905-b3bd-6e78e0f01761,U1_CH13_ST1,Units Digit Cyclicity,1,2026-06-14 01:06:20.535967+00,TRUE
112ddd1b-1bb0-4356-86fd-5e968a49f3df,7f1276ef-488e-4905-b3bd-6e78e0f01761,U1_CH13_ST2,Last Two Digits,2,2026-06-14 01:06:20.535967+00,TRUE
4b36e1af-b19c-4d6a-98cf-15bc762e5a0f,7f1276ef-488e-4905-b3bd-6e78e0f01761,U1_CH13_ST3,Remainder Theorem Applications,3,2026-06-14 01:06:20.535967+00,TRUE
ad210f69-5478-41eb-b678-3ce808e71294,7f1276ef-488e-4905-b3bd-6e78e0f01761,U1_CH13_ST4,Periodicity,4,2026-06-14 01:06:20.535967+00,TRUE
e632a46e-1e61-4ab6-8a0a-0aec558c97aa,7f1276ef-488e-4905-b3bd-6e78e0f01761,U1_CH13_ST5,Large Exponent Problems,5,2026-06-14 01:06:20.535967+00,TRUE
72419b23-619f-4f01-a989-46a0fdd3273f,6d6a0d34-4e11-48cc-83fd-d4230836d33b,U1_CH14_ST1,Number Representation,1,2026-06-14 01:06:20.535967+00,TRUE
336ae159-957f-4b2e-887f-43c1d682292e,6d6a0d34-4e11-48cc-83fd-d4230836d33b,U1_CH14_ST2,Decimal to Binary Conversion,2,2026-06-14 01:06:20.535967+00,TRUE
d73b1504-5ae6-465b-b7c2-5fca60b3e915,6d6a0d34-4e11-48cc-83fd-d4230836d33b,U1_CH14_ST3,Binary to Decimal Conversion,3,2026-06-14 01:06:20.535967+00,TRUE
ce3593ad-101f-4b44-a887-d97e00546a99,6d6a0d34-4e11-48cc-83fd-d4230836d33b,U1_CH14_ST4,Octal and Hexadecimal Systems,4,2026-06-14 01:06:20.535967+00,TRUE
d02774e0-a5ad-4282-92fd-04bbd34a14a2,6d6a0d34-4e11-48cc-83fd-d4230836d33b,U1_CH14_ST5,Base Conversion Problems,5,2026-06-14 01:06:20.535967+00,TRUE
29f809c2-8075-4e00-9f98-e7762f0b7cf3,a319b02f-60a8-41e4-8fe5-28be87fae296,U1_CH15_ST1,Laws of Indices,1,2026-06-14 01:06:20.535967+00,TRUE
8d15ee07-ab23-4a83-a12d-0da900e133ef,a319b02f-60a8-41e4-8fe5-28be87fae296,U1_CH15_ST2,Rational Exponents,2,2026-06-14 01:06:20.535967+00,TRUE
931792a2-e9f9-46d4-82d5-9bc21cec1a39,a319b02f-60a8-41e4-8fe5-28be87fae296,U1_CH15_ST3,Simplification of Surds,3,2026-06-14 01:06:20.535967+00,TRUE
f8761783-ae3e-43ce-9e25-3b0e50842ba9,a319b02f-60a8-41e4-8fe5-28be87fae296,U1_CH15_ST4,Rationalization,4,2026-06-14 01:06:20.535967+00,TRUE
342dddc2-9926-4ac6-8f39-c38acc837ea0,a319b02f-60a8-41e4-8fe5-28be87fae296,U1_CH15_ST5,Nested Surds,5,2026-06-14 01:06:20.535967+00,TRUE
6f6f1cb7-8c21-4a52-a0a8-b4b35b23a113,8941f0f7-6000-4496-8c34-c3efd03b1252,U1_CH16_ST1,Definition of Logarithms,1,2026-06-14 01:06:20.535967+00,TRUE
5a659cbc-6f92-4ad3-86c9-d6667428dfac,8941f0f7-6000-4496-8c34-c3efd03b1252,U1_CH16_ST2,Laws of Logarithms,2,2026-06-14 01:06:20.535967+00,TRUE
896d6b48-49f2-4677-a32f-86556b551d7c,8941f0f7-6000-4496-8c34-c3efd03b1252,U1_CH16_ST3,Change of Base Formula,3,2026-06-14 01:06:20.535967+00,TRUE
406be08c-6915-4e71-8058-919ad6a12e69,8941f0f7-6000-4496-8c34-c3efd03b1252,U1_CH16_ST4,Characteristic and Mantissa,4,2026-06-14 01:06:20.535967+00,TRUE
097dbc1b-2f67-40ec-baa3-fc90202fa1f4,8941f0f7-6000-4496-8c34-c3efd03b1252,U1_CH16_ST5,Logarithmic Equations,5,2026-06-14 01:06:20.535967+00,TRUE
0f6e3f78-c53a-448b-9547-ec1da6e6bf60,8941f0f7-6000-4496-8c34-c3efd03b1252,U1_CH16_ST6,Logarithmic Inequalities,6,2026-06-14 01:06:20.535967+00,TRUE
b2fc2ad8-284c-4652-8d4b-e0d1aabaee46,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST1,Definition and Standard Form,1,2026-06-14 01:05:26.315451+00,TRUE
e71de79b-e234-4ed9-b767-389f4a6e4a2b,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST2,Equivalent Rational Numbers,2,2026-06-14 01:05:26.315451+00,TRUE
c7830ad0-d625-4045-a876-6f9aa915d8d7,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST3,Operations on Rational Numbers,3,2026-06-14 01:05:26.315451+00,TRUE
1262346f-4d8a-4ce7-90e3-eb823948e682,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST4,Density Property,4,2026-06-14 01:05:26.315451+00,TRUE
aac2534b-f764-42a1-8ed8-2e2b1e7fdae4,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST5,Decimal Representation,5,2026-06-14 01:05:26.315451+00,TRUE
f2cda491-b4b3-4497-b36c-dcd3b7a275c5,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST6,Recurring Decimals,6,2026-06-14 01:05:26.315451+00,TRUE
02e3646d-6dd1-4746-a93d-1e85e281d344,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST7,Properties of Rational Numbers,7,2026-06-14 01:05:26.315451+00,TRUE
8f7ceb6e-2653-45c4-900d-86a9b280464d,58cfbfd6-cdad-4b06-9a73-26f922d8c8a1,U1_CH2_ST8,Applications,8,2026-06-14 01:05:26.315451+00,TRUE
7687fed6-2a33-4bd5-8000-eff32d572970,0155f264-edf7-4396-9a0c-0e4f13b1c46d,U1_CH3_ST1,Definition and Identification,1,2026-06-14 01:05:26.315451+00,TRUE
b2c59611-a2c7-4dcc-8c24-651bc9ce4ffd,0155f264-edf7-4396-9a0c-0e4f13b1c46d,U1_CH3_ST2,Decimal Expansion,2,2026-06-14 01:05:26.315451+00,TRUE
dd4d5452-4d97-45ed-b6bb-01a60850712e,0155f264-edf7-4396-9a0c-0e4f13b1c46d,U1_CH3_ST3,Properties of Irrational Numbers,3,2026-06-14 01:05:26.315451+00,TRUE
0eceed9e-0f74-4f44-a23a-4e1331ffb631,0155f264-edf7-4396-9a0c-0e4f13b1c46d,U1_CH3_ST4,Operations involving Irrationals,4,2026-06-14 01:05:26.315451+00,TRUE
e241dd87-de9b-46c6-a544-fee761f4a906,0155f264-edf7-4396-9a0c-0e4f13b1c46d,U1_CH3_ST5,Rationalization Concepts,5,2026-06-14 01:05:26.315451+00,TRUE
dc4cadc8-a3e0-4fbe-8ea2-52a3269e977d,dd699a47-2e84-4716-9e65-839c974407f2,U1_CH4_ST1,Classification of Real Numbers,1,2026-06-14 01:05:26.315451+00,TRUE
271b880e-65f2-4a83-aeb2-16147ebbb58b,dd699a47-2e84-4716-9e65-839c974407f2,U1_CH4_ST2,Density Property,2,2026-06-14 01:05:26.315451+00,TRUE
ead853d3-c6fb-49ac-8175-a569e20fa2b2,dd699a47-2e84-4716-9e65-839c974407f2,U1_CH4_ST3,Number Line Representation,3,2026-06-14 01:05:26.315451+00,TRUE
0949f46a-9614-40cf-827c-751d79b7ea1b,dd699a47-2e84-4716-9e65-839c974407f2,U1_CH4_ST4,Intervals,4,2026-06-14 01:05:26.315451+00,TRUE
6ab6120c-d8ad-44a8-82b8-7abc270a325e,dd699a47-2e84-4716-9e65-839c974407f2,U1_CH4_ST5,Ordering of Real Numbers,5,2026-06-14 01:05:26.315451+00,TRUE
64353a14-cbe1-4f53-bbcc-40430244aeb7,36e2e303-cdf1-4252-a25e-07adeb44471e,U1_CH5_ST1,Comparison of Numbers,1,2026-06-14 01:05:26.315451+00,TRUE
65b4d3d6-2e7f-462d-a000-a142c1bda029,36e2e303-cdf1-4252-a25e-07adeb44471e,U1_CH5_ST2,Ascending and Descending Order,2,2026-06-14 01:05:26.315451+00,TRUE
6eded426-9f1e-4bd4-8be8-167117960016,36e2e303-cdf1-4252-a25e-07adeb44471e,U1_CH5_ST3,Distance on Number Line,3,2026-06-14 01:05:26.315451+00,TRUE
6e3c99e2-37b7-4cf3-b2ba-aecc1c76d277,36e2e303-cdf1-4252-a25e-07adeb44471e,U1_CH5_ST4,Absolute Position,4,2026-06-14 01:05:26.315451+00,TRUE
a290b5f2-3486-41bc-897a-d4302f01f848,36e2e303-cdf1-4252-a25e-07adeb44471e,U1_CH5_ST5,Inequalities on Number Line,5,2026-06-14 01:05:26.315451+00,TRUE
2fdf4d6c-6546-4b13-b483-81c992685fb0,186805f6-d56e-4e0d-9aa0-baeb05b14aa6,U1_CH6_ST1,Definition of Modulus,1,2026-06-14 01:05:26.315451+00,TRUE
782ce033-d182-447a-bc9a-35b30fe34e9a,186805f6-d56e-4e0d-9aa0-baeb05b14aa6,U1_CH6_ST2,Properties of Modulus,2,2026-06-14 01:05:26.315451+00,TRUE
fbf37281-321d-4741-ac98-dbf0d7e7684f,186805f6-d56e-4e0d-9aa0-baeb05b14aa6,U1_CH6_ST3,Distance Interpretation,3,2026-06-14 01:05:26.315451+00,TRUE
a4106866-8b9b-4df9-bdc3-6d39802a4b50,186805f6-d56e-4e0d-9aa0-baeb05b14aa6,U1_CH6_ST4,Modulus Equations,4,2026-06-14 01:05:26.315451+00,TRUE
7a23aed9-4a00-4c80-a289-6024a4527ba0,186805f6-d56e-4e0d-9aa0-baeb05b14aa6,U1_CH6_ST5,Modulus Inequalities,5,2026-06-14 01:05:26.315451+00,TRUE
b5525654-07a6-4653-9ddb-d5c26849e670,6de2a981-c922-4dfe-96c7-13406a49d354,U1_CH7_ST1,Terminating Decimals,1,2026-06-14 01:05:26.315451+00,TRUE
a14be21b-6d57-402b-b372-6d3cdb150d7d,6de2a981-c922-4dfe-96c7-13406a49d354,U1_CH7_ST2,Recurring Decimals,2,2026-06-14 01:05:26.315451+00,TRUE
3c0c2c57-f7c5-416e-9ab3-bf741564fac7,6de2a981-c922-4dfe-96c7-13406a49d354,U1_CH7_ST3,Non-recurring Decimals,3,2026-06-14 01:05:26.315451+00,TRUE
8a89b14c-8a08-462d-9c81-d27983310a47,6de2a981-c922-4dfe-96c7-13406a49d354,U1_CH7_ST4,Fraction to Decimal Conversion,4,2026-06-14 01:05:26.315451+00,TRUE
e32af0eb-cafe-4b5d-b218-e41b046bbc4e,6de2a981-c922-4dfe-96c7-13406a49d354,U1_CH7_ST5,Decimal Properties,5,2026-06-14 01:05:26.315451+00,TRUE
4950c50c-b900-4764-b31e-e68d99dc55ee,92af673f-26b6-47ce-a679-4af1e6569a0d,U1_CH8_ST1,Prime Factorization Method,1,2026-06-14 01:06:20.535967+00,TRUE
ea66c829-4043-4050-b43b-3f5e34694179,92af673f-26b6-47ce-a679-4af1e6569a0d,U1_CH8_ST2,Division Method,2,2026-06-14 01:06:20.535967+00,TRUE
f1898d15-2d14-422c-820f-eea1c92dbfb5,92af673f-26b6-47ce-a679-4af1e6569a0d,U1_CH8_ST3,Relation between HCF and LCM,3,2026-06-14 01:06:20.535967+00,TRUE
7a2eb6e1-1b3a-4cc8-a255-fbd82edbee49,92af673f-26b6-47ce-a679-4af1e6569a0d,U1_CH8_ST4,Applications of HCF and LCM,4,2026-06-14 01:06:20.535967+00,TRUE
ed4fe47f-3840-401c-bb17-b1c8a1ef6d46,92af673f-26b6-47ce-a679-4af1e6569a0d,U1_CH8_ST5,Multi-number Problems,5,2026-06-14 01:06:20.535967+00,TRUE
bd821dff-9d7c-4648-a6cf-c0d6df87015f,56b540f8-a004-45a5-8df0-7749d22977ad,U1_CH9_ST1,Euclid Division Lemma,1,2026-06-14 01:06:20.535967+00,TRUE
20b7f271-db6f-4ae2-be66-714731a569c3,56b540f8-a004-45a5-8df0-7749d22977ad,U1_CH9_ST2,Euclidean Algorithm,2,2026-06-14 01:06:20.535967+00,TRUE
91729fbb-49f3-4bfe-aaf4-8ddf6760eebd,56b540f8-a004-45a5-8df0-7749d22977ad,U1_CH9_ST3,HCF using Euclid Algorithm,3,2026-06-14 01:06:20.535967+00,TRUE
c7124458-ed39-42c3-b3cc-84a1cdf7b356,56b540f8-a004-45a5-8df0-7749d22977ad,U1_CH9_ST4,Applications,4,2026-06-14 01:06:20.535967+00,TRUE
1b683177-4a0a-40ce-8d38-de353242d44e,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST1,Concept of Limit,1,2026-06-14 01:19:00.80076+00,TRUE
613b97a7-3015-405f-8cf6-2def6236d0d4,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST2,Standard Limits,2,2026-06-14 01:19:00.80076+00,TRUE
81f3d872-9f59-4697-9f0f-6349b3b5b543,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST3,Algebraic Methods of Evaluation,3,2026-06-14 01:19:00.80076+00,TRUE
5e23f855-0814-4248-ae5c-089f31ca3bfc,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST4,Trigonometric Limits,4,2026-06-14 01:19:00.80076+00,TRUE
2ac81f8c-272f-4aec-9f9a-414fcbffdb3a,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST5,One-Sided Limits,5,2026-06-14 01:19:00.80076+00,TRUE
1dc8bee1-72b5-4293-a02e-f5c992730e9a,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST6,Infinite Limits and Limits at Infinity,6,2026-06-14 01:19:00.80076+00,TRUE
05237fb7-d46b-4bfb-8134-a8a0f4eed40b,31471b43-865e-4811-8d8e-164867944788,U10_CH1_ST7,L-Hospital Rule Applications,7,2026-06-14 01:19:00.80076+00,TRUE
faba19c6-af3e-4fd7-942c-31ffb8a6fbf4,93ff29b3-12c6-49a1-8483-5897f1cc7d22,U10_CH2_ST1,Definition of Continuity,1,2026-06-14 01:19:00.80076+00,TRUE
c64098d9-9534-4be4-9c11-46d301f26a8e,93ff29b3-12c6-49a1-8483-5897f1cc7d22,U10_CH2_ST2,Types of Discontinuities,2,2026-06-14 01:19:00.80076+00,TRUE
1ce5c4bf-16e6-447a-a610-8ada3036aded,93ff29b3-12c6-49a1-8483-5897f1cc7d22,U10_CH2_ST3,Continuity of Composite Functions,3,2026-06-14 01:19:00.80076+00,TRUE
ae0d92c1-44da-4892-851f-131e0450f9d1,93ff29b3-12c6-49a1-8483-5897f1cc7d22,U10_CH2_ST4,Continuity of Modulus and GIF Functions,4,2026-06-14 01:19:00.80076+00,TRUE
557a9b85-6a16-4372-8a50-181f9afee277,93ff29b3-12c6-49a1-8483-5897f1cc7d22,U10_CH2_ST5,Intermediate Value Theorem,5,2026-06-14 01:19:00.80076+00,TRUE
b4807f2d-f62b-446e-b82a-10497be0acf3,93ff29b3-12c6-49a1-8483-5897f1cc7d22,U10_CH2_ST6,Continuity Based Problems,6,2026-06-14 01:19:00.80076+00,TRUE
ef021a1b-95a6-4a73-afa5-ed7edaadc777,505860fb-8495-4287-9b24-d18e84875ea7,U10_CH3_ST1,Definition of Derivative,1,2026-06-14 01:19:00.80076+00,TRUE
4bd9185d-95db-47e1-862f-5eb61643bf49,505860fb-8495-4287-9b24-d18e84875ea7,U10_CH3_ST2,Differentiability and Continuity,2,2026-06-14 01:19:00.80076+00,TRUE
a147921e-140a-4d22-af6c-52b2cd7ae3c9,505860fb-8495-4287-9b24-d18e84875ea7,U10_CH3_ST3,Left and Right Derivatives,3,2026-06-14 01:19:00.80076+00,TRUE
a5b759c0-8026-44b0-949e-de7b2569bd13,505860fb-8495-4287-9b24-d18e84875ea7,U10_CH3_ST4,Differentiability of Piecewise Functions,4,2026-06-14 01:19:00.80076+00,TRUE
f55eee20-9e8a-4663-a068-610fb168c724,505860fb-8495-4287-9b24-d18e84875ea7,U10_CH3_ST5,Differentiability of Modulus and GIF Functions,5,2026-06-14 01:19:00.80076+00,TRUE
aaaedf3e-9376-4f94-a4bf-d0f9a0313fa2,505860fb-8495-4287-9b24-d18e84875ea7,U10_CH3_ST6,Differentiability Based Problems,6,2026-06-14 01:19:00.80076+00,TRUE
41491e6f-c2ee-482b-8f29-1afed9b454bf,741da618-c885-4ff4-94fb-da4e51b6b299,U10_CH4_ST1,Basic Differentiation Formulae,1,2026-06-14 01:19:00.80076+00,TRUE
1aa4ffaf-6b71-45d5-aa61-82549b40633b,741da618-c885-4ff4-94fb-da4e51b6b299,U10_CH4_ST2,Chain Rule,2,2026-06-14 01:19:00.80076+00,TRUE
eae957a4-ca26-4500-88ad-7dee6135ee03,741da618-c885-4ff4-94fb-da4e51b6b299,U10_CH4_ST3,Implicit Differentiation,3,2026-06-14 01:19:00.80076+00,TRUE
04867250-c821-4533-8cd8-b984b0bca328,741da618-c885-4ff4-94fb-da4e51b6b299,U10_CH4_ST4,Parametric Differentiation,4,2026-06-14 01:19:00.80076+00,TRUE
455928f5-dfe1-4306-850e-0167956f131c,741da618-c885-4ff4-94fb-da4e51b6b299,U10_CH4_ST5,Logarithmic Differentiation,5,2026-06-14 01:19:00.80076+00,TRUE
3c9adeb5-fe6b-43ff-8652-be4beda24db8,741da618-c885-4ff4-94fb-da4e51b6b299,U10_CH4_ST6,Higher Order Derivatives,6,2026-06-14 01:19:00.80076+00,TRUE
ddb812bb-a594-4ede-918c-a2546fbc98f0,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST1,Increasing and Decreasing Functions,1,2026-06-14 01:19:00.80076+00,TRUE
5abbaf8d-5e23-4892-9f9e-faf854a2a34d,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST2,Maxima and Minima,2,2026-06-14 01:19:00.80076+00,TRUE
1ea04d22-130e-4b76-93fc-96434808d767,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST3,Tangents and Normals,3,2026-06-14 01:19:00.80076+00,TRUE
954ffe00-e69c-4348-9c36-29f8fb8ac7b7,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST4,Monotonicity and Concavity,4,2026-06-14 01:19:00.80076+00,TRUE
e9926e84-a9e9-4bea-8aff-8034ac5b65ba,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST5,Approximation and Error Analysis,5,2026-06-14 01:19:00.80076+00,TRUE
a8e13c2a-ba9c-449f-8d46-b7dc667f53ba,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST6,Optimization Problems,6,2026-06-14 01:19:00.80076+00,TRUE
15188de6-f0d6-477c-babe-dbce3c4b4f66,801d5bfd-b204-42db-b141-d1a7a7b8aded,U10_CH5_ST7,Mean Value Theorems,7,2026-06-14 01:19:00.80076+00,TRUE
428f6fb3-ab49-491d-bca3-1817958ffe7f,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST1,Standard Integrals,1,2026-06-14 01:20:18.04201+00,TRUE
76c908cf-6c24-4173-87d3-3763bd4375c5,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST2,Substitution Method,2,2026-06-14 01:20:18.04201+00,TRUE
db67dc01-b2f8-45a5-a55e-3f9f2ece7116,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST3,Integration by Parts,3,2026-06-14 01:20:18.04201+00,TRUE
afa035ed-706c-40dc-b844-6c58009cb744,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST4,Partial Fractions,4,2026-06-14 01:20:18.04201+00,TRUE
695f1e20-eae9-4576-bd77-82ab7f65acc9,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST5,Trigonometric Integrals,5,2026-06-14 01:20:18.04201+00,TRUE
76e22c54-95ab-461f-b5e4-855f6ec4f259,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST6,Reduction Formulae,6,2026-06-14 01:20:18.04201+00,TRUE
9e424a16-acc0-4894-8055-92bb880a0fb5,33e43733-4b68-4f81-9319-e46b614fbc73,U11_CH1_ST7,Special Integrals,7,2026-06-14 01:20:18.04201+00,TRUE
1260f9a6-b1a0-49a0-b41e-06b54c7d669b,7bfcff78-69e5-48b2-8de3-64e32de9ea4b,U11_CH2_ST1,Fundamental Theorem of Calculus,1,2026-06-14 01:20:18.04201+00,TRUE
352d87f7-7d66-4eef-9278-6199a62bbea5,7bfcff78-69e5-48b2-8de3-64e32de9ea4b,U11_CH2_ST2,Basic Properties of Definite Integrals,2,2026-06-14 01:20:18.04201+00,TRUE
e075b2f6-851e-47da-92cb-5b2a476b3112,7bfcff78-69e5-48b2-8de3-64e32de9ea4b,U11_CH2_ST3,Symmetry Properties,3,2026-06-14 01:20:18.04201+00,TRUE
41098610-41b3-4e60-8abe-66a8cc62601a,7bfcff78-69e5-48b2-8de3-64e32de9ea4b,U11_CH2_ST4,Transformation Formulae,4,2026-06-14 01:20:18.04201+00,TRUE
2e11a7b1-34e6-47d1-935c-dcd55d0e6492,7bfcff78-69e5-48b2-8de3-64e32de9ea4b,U11_CH2_ST5,Evaluation of Definite Integrals,5,2026-06-14 01:20:18.04201+00,TRUE
67267f4a-8a69-4c97-aa72-bc345dc580a3,7bfcff78-69e5-48b2-8de3-64e32de9ea4b,U11_CH2_ST6,Definite Integral Applications,6,2026-06-14 01:20:18.04201+00,TRUE
f90be6a7-b48f-496c-9e94-8daf0d8acef9,72c275e7-56a3-44f4-abed-29bd5ddd4032,U11_CH3_ST1,Interval Splitting,1,2026-06-14 01:20:18.04201+00,TRUE
91541954-a65c-41f8-b54f-cd168b5c8dac,72c275e7-56a3-44f4-abed-29bd5ddd4032,U11_CH3_ST2,Even and Odd Function Properties,2,2026-06-14 01:20:18.04201+00,TRUE
9604ef89-3dc0-4a0a-b776-c8ef2e55a228,72c275e7-56a3-44f4-abed-29bd5ddd4032,U11_CH3_ST3,Periodic Function Properties,3,2026-06-14 01:20:18.04201+00,TRUE
813d8859-1f7c-496c-a97d-ee5b28477ca4,72c275e7-56a3-44f4-abed-29bd5ddd4032,U11_CH3_ST4,Symmetry Based Integrals,4,2026-06-14 01:20:18.04201+00,TRUE
