id,unit_id,code,chapter_name,display_order,created_at,is_test_enabled
93da5f1f-24df-4e4b-8cc4-7ff509cd4634,2ef2a1fd-7c6d-41dd-bffe-8e45ada90ab1,U13_CH4,Lines in Three Dimensions,4,2026-06-13 18:31:14.455971+00,FALSE
52b6cc1d-1658-4333-90d7-65629a306ac2,2ef2a1fd-7c6d-41dd-bffe-8e45ada90ab1,U13_CH5,Planes in Three Dimensions,5,2026-06-13 18:31:14.455971+00,FALSE
612b5388-1605-43af-9a2e-fd413ccdea1e,2ef2a1fd-7c6d-41dd-bffe-8e45ada90ab1,U13_CH6,Shortest Distance Problems,6,2026-06-13 18:31:14.455971+00,FALSE
1ea84ec2-b423-4f9f-b549-c244db45ac17,df5a3a7e-7461-44af-bd3f-b2d677c94dd2,U14_CH1,Statements and Logical Connectives,1,2026-06-13 18:31:14.455971+00,FALSE
ef486de3-1a00-45b7-8fca-1202b12b8f57,df5a3a7e-7461-44af-bd3f-b2d677c94dd2,U14_CH2,Implications and Equivalence,2,2026-06-13 18:31:14.455971+00,FALSE
f5349550-4514-4fb8-aab1-877fc096884f,df5a3a7e-7461-44af-bd3f-b2d677c94dd2,U14_CH3,Negation of Statements,3,2026-06-13 18:31:14.455971+00,FALSE
cc9beef7-37ad-49cb-8370-b6f30db55ec7,df5a3a7e-7461-44af-bd3f-b2d677c94dd2,U14_CH4,Quantifiers,4,2026-06-13 18:31:14.455971+00,FALSE
3ed6ca92-b8e5-42c3-bec0-5bee0ff5a7d9,dd844648-a3ad-4945-85d3-3bb41a6215cd,U15_CH1,Sets and Operations on Sets,1,2026-06-13 18:31:14.455971+00,FALSE
659e9b4e-c293-4ad7-a25b-73b3546174e7,dd844648-a3ad-4945-85d3-3bb41a6215cd,U15_CH2,Intervals and Number Line,2,2026-06-13 18:31:14.455971+00,FALSE
1867547c-b832-4d82-b983-948010b6ca70,dd844648-a3ad-4945-85d3-3bb41a6215cd,U15_CH3,Relations,3,2026-06-13 18:31:14.455971+00,FALSE
79756092-5812-49e0-b998-6f4737b4ba5e,dd844648-a3ad-4945-85d3-3bb41a6215cd,U15_CH4,Functions and Mapping,4,2026-06-13 18:31:14.455971+00,FALSE
70514b23-a393-4bc7-a3e5-c2a47ea033e7,dd844648-a3ad-4945-85d3-3bb41a6215cd,U15_CH5,Types of Functions,5,2026-06-13 18:31:14.455971+00,FALSE
7917a5e9-c0e0-4900-9c8f-1def10010a13,dd844648-a3ad-4945-85d3-3bb41a6215cd,U15_CH6,Composition and Inverse Functions,6,2026-06-13 18:31:14.455971+00,FALSE
7066d604-3e41-437f-9000-18fdfd122e7a,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH1,Sets and Relations,1,2026-06-13 18:22:22.263642+00,FALSE
5e357815-a1e5-425e-a080-dff08bf85844,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH10,Probability,10,2026-06-13 18:22:22.263642+00,FALSE
cab1986d-6372-4ff3-9dae-20cc60171a3d,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH2,Functions,2,2026-06-13 18:22:22.263642+00,FALSE
e9a7056b-513b-4aa2-8929-e86e1ad9b2b9,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH3,Quadratic Equations,3,2026-06-13 18:22:22.263642+00,FALSE
c1a661d3-aa06-4ca0-bed5-e649535f2813,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH4,Complex Numbers,4,2026-06-13 18:22:22.263642+00,FALSE
445e77c9-a734-48d5-81ab-ae8c9f9b40d0,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH5,Sequences and Series,5,2026-06-13 18:22:22.263642+00,FALSE
9d0b365a-b1d8-40e6-8dd7-d92b41c8c3aa,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH6,Permutations and Combinations,6,2026-06-13 18:22:22.263642+00,FALSE
78127c69-aad6-4231-b555-9eabacdac655,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH7,Binomial Theorem,7,2026-06-13 18:22:22.263642+00,FALSE
8dbd6d27-4184-49e3-9193-4f02bf9f2994,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH8,Matrices,8,2026-06-13 18:22:22.263642+00,FALSE
6a8d578e-0ee4-41f6-9579-bc69aaa4af96,986b0a05-92fe-40aa-9df5-7f7ffcbca991,U2_CH9,Determinants,9,2026-06-13 18:22:22.263642+00,FALSE
3817af5c-9f4a-4e59-bdc4-99ef23c3c700,60b6195e-b000-4c02-8d04-f2a819041844,U3_CH1,Straight Lines,1,2026-06-13 18:24:13.145196+00,FALSE
e5319da7-6deb-4c4c-aa41-692d9e31cbe9,60b6195e-b000-4c02-8d04-f2a819041844,U3_CH2,Circle,2,2026-06-13 18:24:13.145196+00,FALSE
c1f8211c-f4a6-49c0-bcef-0a619a5be7c3,60b6195e-b000-4c02-8d04-f2a819041844,U3_CH3,Parabola,3,2026-06-13 18:24:13.145196+00,FALSE
70c88665-8070-406f-ba06-31395b014d0b,60b6195e-b000-4c02-8d04-f2a819041844,U3_CH4,Ellipse,4,2026-06-13 18:24:13.145196+00,FALSE
9a5b9397-8c94-492a-a41a-e59a93ea2357,60b6195e-b000-4c02-8d04-f2a819041844,U3_CH5,Hyperbola,5,2026-06-13 18:24:13.145196+00,FALSE
7fde537b-ffac-4d34-b769-4d06ae036d09,1136f9f7-141d-4ea1-9e80-5743e2416001,U4_CH1,Triangles,1,2026-06-13 18:24:47.200071+00,FALSE
d7a7e718-7c36-4a75-983c-cc88a7100ba9,1136f9f7-141d-4ea1-9e80-5743e2416001,U4_CH2,Quadrilaterals,2,2026-06-13 18:24:47.200071+00,FALSE
50259b34-c61d-4e32-900b-b0a2a9d4144d,1136f9f7-141d-4ea1-9e80-5743e2416001,U4_CH3,Circles,3,2026-06-13 18:24:47.200071+00,FALSE
5d3bb627-3b18-444e-a0b1-d0d5040e377a,1136f9f7-141d-4ea1-9e80-5743e2416001,U4_CH4,Polygons,4,2026-06-13 18:24:47.200071+00,FALSE
f04d434b-f86e-4640-a267-487e2834ae50,1136f9f7-141d-4ea1-9e80-5743e2416001,U4_CH5,Coordinate Geometry Concepts,5,2026-06-13 18:24:47.200071+00,FALSE
ada420dd-83b6-4664-a680-69730adcde81,1136f9f7-141d-4ea1-9e80-5743e2416001,U4_CH6,Transformations,6,2026-06-13 18:24:47.200071+00,FALSE
b983465f-a610-4f1c-b853-076e8874110d,6edea3da-58d4-4156-8de7-0a4562201090,U5_CH1,Plane Figures and Areas,1,2026-06-13 18:25:14.954047+00,FALSE
bd2c5b54-d434-4a13-a13f-634776ff66cd,6edea3da-58d4-4156-8de7-0a4562201090,U5_CH2,Surface Areas of Solids,2,2026-06-13 18:25:14.954047+00,FALSE
0b42e51b-6432-4b6e-a943-19318299c21e,6edea3da-58d4-4156-8de7-0a4562201090,U5_CH3,Volumes of Solids,3,2026-06-13 18:25:14.954047+00,FALSE
02762667-a8b9-4b49-bed1-fb284c6db849,6edea3da-58d4-4156-8de7-0a4562201090,U5_CH4,Combination of Solids,4,2026-06-13 18:25:14.954047+00,FALSE
d74b8dea-48c6-4f08-9d03-0871034e5d8b,6edea3da-58d4-4156-8de7-0a4562201090,U5_CH5,Frustum and Hollow Solids,5,2026-06-13 18:25:14.954047+00,FALSE
e0c67540-a0be-48b9-9c58-cd9d521ba1ec,415e5ff6-e97c-4af5-8bed-4c5c276f4c67,U6_CH1,Measures of Central Tendency,1,2026-06-13 18:25:38.84039+00,FALSE
dac8be14-7bea-4401-a9c8-eec38dc0b701,415e5ff6-e97c-4af5-8bed-4c5c276f4c67,U6_CH2,Measures of Dispersion,2,2026-06-13 18:25:38.84039+00,FALSE
2c81b7f7-fab1-4e23-b280-5650f565c4e1,415e5ff6-e97c-4af5-8bed-4c5c276f4c67,U6_CH3,Graphical Representation of Data,3,2026-06-13 18:25:38.84039+00,FALSE
073583b1-6aef-4fbd-bc3a-d89e022b12fd,415e5ff6-e97c-4af5-8bed-4c5c276f4c67,U6_CH4,Frequency Distribution and Histograms,4,2026-06-13 18:25:38.84039+00,FALSE
734ec4b7-3df5-4898-ac9b-d625d14bf72b,415e5ff6-e97c-4af5-8bed-4c5c276f4c67,U6_CH5,Data Interpretation,5,2026-06-13 18:25:38.84039+00,FALSE
82e624bb-f940-44b4-bab5-c203d7767197,b5f9dac4-8d52-4bc5-b1ff-ed3ef82c0820,U7_CH1,Basic Probability Concepts,1,2026-06-13 18:26:03.611457+00,FALSE
f94d644e-962b-424d-9042-1b3f60d166a5,b5f9dac4-8d52-4bc5-b1ff-ed3ef82c0820,U7_CH2,Conditional Probability,2,2026-06-13 18:26:03.611457+00,FALSE
75622460-5e08-4599-bde7-4910437dbc76,b5f9dac4-8d52-4bc5-b1ff-ed3ef82c0820,U7_CH3,Independent Events,3,2026-06-13 18:26:03.611457+00,FALSE
2f3fcc4f-c447-47cd-bca9-0b98e0a7981f,b5f9dac4-8d52-4bc5-b1ff-ed3ef82c0820,U7_CH4,Bayes Theorem,4,2026-06-13 18:26:03.611457+00,FALSE
3ceb8955-6878-4af8-bdac-59951f9dc331,b5f9dac4-8d52-4bc5-b1ff-ed3ef82c0820,U7_CH5,Random Variables and Probability Distributions,5,2026-06-13 18:26:03.611457+00,FALSE
32331dfd-8840-4730-ba22-4d13b2f95661,b5f9dac4-8d52-4bc5-b1ff-ed3ef82c0820,U7_CH6,Binomial Distribution,6,2026-06-13 18:26:03.611457+00,FALSE
6e563f7e-d945-4b0a-9030-a3c373abf023,a078a471-63a9-41cd-94ee-86803c5a2bd1,U8_CH1,Trigonometric Ratios and Identities,1,2026-06-13 18:26:34.336535+00,TRUE
1840f84b-1e5d-4d4b-8c23-b10cf3dcd225,a078a471-63a9-41cd-94ee-86803c5a2bd1,U8_CH2,Trigonometric Equations,2,2026-06-13 18:26:34.336535+00,FALSE
f0d9d55e-09a6-4eef-b0cc-eb26734f32d9,a078a471-63a9-41cd-94ee-86803c5a2bd1,U8_CH3,Inverse Trigonometric Functions,3,2026-06-13 18:26:34.336535+00,FALSE
8cffcb4e-e568-458d-bdf9-f4c32cef6ef2,a078a471-63a9-41cd-94ee-86803c5a2bd1,U8_CH4,Properties of Triangles,4,2026-06-13 18:26:34.336535+00,FALSE
c463d30f-0f97-4603-8cca-a389282bf8b3,a078a471-63a9-41cd-94ee-86803c5a2bd1,U8_CH5,Heights and Distances,5,2026-06-13 18:26:34.336535+00,FALSE
2009a940-cdee-417c-97df-a79ff923c295,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH1,Sets and Relations,1,2026-06-13 18:27:02.213948+00,FALSE
305fd884-74f9-4c8e-8502-43d0ac51a6ef,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH2,Concept of Functions,2,2026-06-13 18:27:02.213948+00,FALSE
8ebe6d41-7dca-48ff-bd33-6c5aa0620f5c,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH3,"Domain, Codomain and Range",3,2026-06-13 18:27:02.213948+00,FALSE
bcfd2ebe-2d2b-4f16-8a55-b14f400d03a5,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH4,Types of Functions,4,2026-06-13 18:27:02.213948+00,FALSE
6d0f4d62-743f-4b01-be97-8c69a0ce5ed2,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH5,Composition of Functions,5,2026-06-13 18:27:02.213948+00,FALSE
c9127fae-b806-4860-a589-5d14260976a9,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH6,Inverse Functions,6,2026-06-13 18:27:02.213948+00,FALSE
6a18ab3d-b329-4932-b7e9-7c95319499f0,b79eca7a-3617-40da-a8d1-8b35f818b328,U9_CH7,Graphs and Transformations of Functions,7,2026-06-13 18:27:02.213948+00,FALSE
