id,unit_id,code,chapter_name,display_order,created_at,is_test_enabled
72b1549d-6228-41ec-a12c-ec540be3c9fa,06816cff-61df-4417-b9db-a61ea2d7560f,P18_CH3,Lenses,3,2026-06-20 14:38:23.50483+00,FALSE
817ce80e-1e84-4765-a59e-0a65dcc0916a,06816cff-61df-4417-b9db-a61ea2d7560f,P18_CH4,Prism,4,2026-06-20 14:38:23.50483+00,FALSE
9a4fcc4d-de64-429d-8ad6-7cb55064acbb,06816cff-61df-4417-b9db-a61ea2d7560f,P18_CH5,Optical Instruments,5,2026-06-20 14:38:23.50483+00,FALSE
228a13dd-03da-4121-b698-4b8efe897671,e98d7a8f-081c-4300-a6b9-e9d66e370b91,P19_CH1,Interference,1,2026-06-20 14:38:23.50483+00,FALSE
b8e5a5d9-9edc-4b89-b32b-fad869089fdc,e98d7a8f-081c-4300-a6b9-e9d66e370b91,P19_CH2,Diffraction,2,2026-06-20 14:38:23.50483+00,FALSE
2ef899f8-2cbb-49e8-a7cc-99da2cb7a719,e98d7a8f-081c-4300-a6b9-e9d66e370b91,P19_CH3,Polarization,3,2026-06-20 14:38:23.50483+00,FALSE
74ccb3d4-6aa2-4fce-8f63-37e6cf5edce5,547e1cd0-6469-4960-be13-f65a4feeb4b1,P2_CH1,Motion in One Dimension,1,2026-06-20 14:36:09.792622+00,FALSE
3ad06491-b926-4353-b938-d74381614798,547e1cd0-6469-4960-be13-f65a4feeb4b1,P2_CH2,Motion in Two Dimensions,2,2026-06-20 14:36:09.792622+00,FALSE
d4fc3766-05e1-4bda-bcf4-8a0bca0c09c1,26786062-169c-4fba-aea4-5bd4ff7945e6,P20_CH1,Photoelectric Effect,1,2026-06-20 14:38:23.50483+00,FALSE
cf0b4cf3-989a-4980-b3c1-4ae85b1ad09a,26786062-169c-4fba-aea4-5bd4ff7945e6,P20_CH2,Matter Waves,2,2026-06-20 14:38:23.50483+00,FALSE
c31626cd-4fc6-4590-b6ca-71b52140d62c,5e9a2493-bab5-427f-8f0f-b011f734ecd0,P21_CH1,Atomic Models,1,2026-06-20 14:38:23.50483+00,FALSE
8ec74763-2751-4467-b47d-b4d7d91d67cb,ed41769b-ab37-4a06-a55e-f9f5f05129ed,P22_CH1,Nuclear Physics,1,2026-06-20 14:38:23.50483+00,FALSE
6a67bd60-4969-4f09-903b-4c3aff3ca854,f6c53951-65ad-440d-adb5-1b8e2784bd64,P23_CH1,Semiconductor Physics,1,2026-06-20 14:38:23.50483+00,FALSE
9089cacc-912a-44c2-866c-13bbebe4632b,f6c53951-65ad-440d-adb5-1b8e2784bd64,P23_CH2,Semiconductor Devices,2,2026-06-20 14:38:23.50483+00,FALSE
1f06bece-30b1-4029-8421-9d9dcdaedb5f,f6c53951-65ad-440d-adb5-1b8e2784bd64,P23_CH3,Digital Electronics,3,2026-06-20 14:38:23.50483+00,FALSE
8bfdbc09-109b-4a33-a56c-ca58f98314e8,f96c8ff3-6f1b-4f31-808f-dc4a2608e042,P3_CH1,Newton's Laws,1,2026-06-20 14:36:09.792622+00,FALSE
c0258188-e7af-42ac-baf2-c765eee56d56,d4a46504-20af-4749-ac12-3da7ad5591cf,P4_CH1,Work,1,2026-06-20 14:36:09.792622+00,FALSE
f73f5b27-e3de-454e-908c-bac77a4ef5b6,d4a46504-20af-4749-ac12-3da7ad5591cf,P4_CH2,Energy,2,2026-06-20 14:36:09.792622+00,FALSE
ddcc722b-260d-4dfc-b91e-22d18e255797,d4a46504-20af-4749-ac12-3da7ad5591cf,P4_CH3,Power,3,2026-06-20 14:36:09.792622+00,FALSE
f67144b0-5dc4-48f1-b445-8c2fc3d44166,92f2418b-e911-4195-bd34-c71c346587a3,P5_CH1,Centre of Mass,1,2026-06-20 14:36:09.792622+00,FALSE
04f8f8c9-0a63-45e6-8150-2b8f4f0e23ce,92f2418b-e911-4195-bd34-c71c346587a3,P5_CH2,Rotational Motion,2,2026-06-20 14:36:09.792622+00,FALSE
f938d679-acda-4517-9513-167ab17a933e,8a8d73e6-321f-48a6-b8e3-5d02e32231bb,P6_CH1,Gravitation,1,2026-06-20 14:36:21.786033+00,FALSE
0ceb934d-7676-46ca-861c-b41ef48cf658,06d9a3cf-d1bc-4012-9483-9d664cea7c10,P7_CH1,Elasticity,1,2026-06-20 14:36:21.786033+00,FALSE
77cf6130-e2a9-4ba9-a0a2-ec9f8f358211,06d9a3cf-d1bc-4012-9483-9d664cea7c10,P7_CH2,Fluid Mechanics,2,2026-06-20 14:36:21.786033+00,FALSE
d129f90c-7816-431e-a92e-a7d9cfc678d5,06d9a3cf-d1bc-4012-9483-9d664cea7c10,P7_CH3,Surface Tension,3,2026-06-20 14:36:21.786033+00,FALSE
5135a357-86ab-430e-987b-6d639328f284,0ca4fbcf-db20-40d5-b70b-71af2e295c2e,P8_CH1,Thermal Expansion,1,2026-06-20 14:36:21.786033+00,FALSE
89b4bfec-87f4-4798-8821-fbb2f9d9aaca,0ca4fbcf-db20-40d5-b70b-71af2e295c2e,P8_CH2,Calorimetry,2,2026-06-20 14:36:21.786033+00,FALSE
327c00e6-fe9b-44ed-83da-efbab0ac7be3,0ca4fbcf-db20-40d5-b70b-71af2e295c2e,P8_CH3,Thermodynamics,3,2026-06-20 14:36:21.786033+00,FALSE
40c813c8-f054-487b-a64a-91b51089089e,485eea9b-a448-439a-9168-b6933b46742c,P9_CH1,Kinetic Theory,1,2026-06-20 14:36:21.786033+00,FALSE
